,type,F1,val
357,TRN_AMNT_DUTF,b628d7d2ba91a097a131c51788e8c4ea,69500.0
358,TRN_CNT_BEAU,b628d7d2ba91a097a131c51788e8c4ea,2144.0
359,TRN_AMNT_KINO,b628d7d2ba91a097a131c51788e8c4ea,271400.0
360,TRN_AMNT_OTHR,b628d7d2ba91a097a131c51788e8c4ea,14756300.0
361,TRN_AMNT_ENTR,b628d7d2ba91a097a131c51788e8c4ea,1094400.0
362,TRN_CNT_FLOW,b628d7d2ba91a097a131c51788e8c4ea,325.0
363,TRN_AMNT_ZOOS,b628d7d2ba91a097a131c51788e8c4ea,354600.0
364,DBO_PAY_AMNT_EDUC,b628d7d2ba91a097a131c51788e8c4ea,335300.0
365,TRN_AMNT_KCSH,b628d7d2ba91a097a131c51788e8c4ea,432538100.0
366,TRN_CNT_ARTS,b628d7d2ba91a097a131c51788e8c4ea,8.0
367,TRN_CNT_SUPM,b628d7d2ba91a097a131c51788e8c4ea,103908.0
368,TRN_CNT_ASRV,b628d7d2ba91a097a131c51788e8c4ea,1551.0
369,TRN_AMNT_AVIA,b628d7d2ba91a097a131c51788e8c4ea,2538100.0
370,TRN_AMNT_ARTS,b628d7d2ba91a097a131c51788e8c4ea,20500.0
371,TRN_CNT_FUEL,b628d7d2ba91a097a131c51788e8c4ea,9168.0
372,TRN_CNT_BOOK,b628d7d2ba91a097a131c51788e8c4ea,518.0
373,TRN_CNT_DUTF,b628d7d2ba91a097a131c51788e8c4ea,44.0
374,TRN_AMNT_RSTR,b628d7d2ba91a097a131c51788e8c4ea,6105400.0
375,TRN_AMNT_MEDC,b628d7d2ba91a097a131c51788e8c4ea,1758200.0
376,TRN_AMNT_APTK,b628d7d2ba91a097a131c51788e8c4ea,5549500.0
377,TRN_CNT_EDUC,b628d7d2ba91a097a131c51788e8c4ea,94.0
378,DBO_PAY_CNT_GOSP,b628d7d2ba91a097a131c51788e8c4ea,145.0
379,TRN_AMNT_FLOW,b628d7d2ba91a097a131c51788e8c4ea,370800.0
380,DBO_PAY_CNT_COMS,b628d7d2ba91a097a131c51788e8c4ea,1243.0
381,TRN_CNT_ZOOS,b628d7d2ba91a097a131c51788e8c4ea,781.0
382,TRN_CNT_JEWL,b628d7d2ba91a097a131c51788e8c4ea,302.0
383,TRN_CNT_ZHDT,b628d7d2ba91a097a131c51788e8c4ea,497.0
384,TRN_CNT_ENTR,b628d7d2ba91a097a131c51788e8c4ea,403.0
385,TRN_AMNT_GAME,b628d7d2ba91a097a131c51788e8c4ea,1150900.0
386,TRN_AMNT_SUPM,b628d7d2ba91a097a131c51788e8c4ea,47150400.0
387,TRN_CNT_APTK,b628d7d2ba91a097a131c51788e8c4ea,9991.0
388,TRN_CNT_AVIA,b628d7d2ba91a097a131c51788e8c4ea,245.0
389,TRN_AMNT_GSRV,b628d7d2ba91a097a131c51788e8c4ea,300400.0
390,DBO_PAY_AMNT_ZHKH,b628d7d2ba91a097a131c51788e8c4ea,2742300.0
391,TRN_CNT_TELE,b628d7d2ba91a097a131c51788e8c4ea,12407.0
392,TRN_AMNT_HOTL,b628d7d2ba91a097a131c51788e8c4ea,1885200.0
393,DBO_PAY_AMNT_INSH,b628d7d2ba91a097a131c51788e8c4ea,5700.0
394,TRN_CNT_RSTR,b628d7d2ba91a097a131c51788e8c4ea,14593.0
395,TRN_CNT_CMSV,b628d7d2ba91a097a131c51788e8c4ea,5446.0
396,TRN_CNT_KCSH,b628d7d2ba91a097a131c51788e8c4ea,83908.0
397,DBO_PAY_CNT_OTHR,b628d7d2ba91a097a131c51788e8c4ea,104.0
398,TRN_AMNT_TELE,b628d7d2ba91a097a131c51788e8c4ea,3022000.0
399,TRN_AMNT_ZHDT,b628d7d2ba91a097a131c51788e8c4ea,1209300.0
400,DBO_PAY_CNT_EDUC,b628d7d2ba91a097a131c51788e8c4ea,238.0
401,DBO_PAY_AMNT_WALT,b628d7d2ba91a097a131c51788e8c4ea,169100.0
402,TRN_CNT_GSRV,b628d7d2ba91a097a131c51788e8c4ea,342.0
403,TRN_AMNT_BEAU,b628d7d2ba91a097a131c51788e8c4ea,2510800.0
404,TRN_CNT_SPRT,b628d7d2ba91a097a131c51788e8c4ea,709.0
405,TRN_CNT_AURT,b628d7d2ba91a097a131c51788e8c4ea,209.0
406,TRN_CNT_DOMS,b628d7d2ba91a097a131c51788e8c4ea,5587.0
407,TRN_AMNT_MUSC,b628d7d2ba91a097a131c51788e8c4ea,529100.0
408,TRN_AMNT_CMSV,b628d7d2ba91a097a131c51788e8c4ea,2560000.0
409,DBO_PAY_CNT_INSH,b628d7d2ba91a097a131c51788e8c4ea,1.0
410,TRN_AMNT_EDUC,381b0b043094c8cf1fc0e5ecd17a4461,307600.0
411,DBO_PAY_CNT_CREDS,381b0b043094c8cf1fc0e5ecd17a4461,141.0
412,DBO_PAY_CNT_ZHKH,381b0b043094c8cf1fc0e5ecd17a4461,867.0
413,DBO_PAY_AMNT_COMS,381b0b043094c8cf1fc0e5ecd17a4461,267100.0
414,TRN_AMNT_DOMS,381b0b043094c8cf1fc0e5ecd17a4461,10289000.0
415,DBO_PAY_AMNT_CREDS,381b0b043094c8cf1fc0e5ecd17a4461,876900.0
416,TRN_CNT_MUSC,381b0b043094c8cf1fc0e5ecd17a4461,489.0
417,DBO_PAY_CNT_MLM,381b0b043094c8cf1fc0e5ecd17a4461,26.0
418,DBO_PAY_AMNT_GOSP,381b0b043094c8cf1fc0e5ecd17a4461,68700.0
419,TRN_CNT_OTHR,381b0b043094c8cf1fc0e5ecd17a4461,12442.0
420,TRN_AMNT_BOOK,381b0b043094c8cf1fc0e5ecd17a4461,243000.0
421,TRN_CNT_HOTL,381b0b043094c8cf1fc0e5ecd17a4461,152.0
422,DBO_PAY_CNT_WALT,381b0b043094c8cf1fc0e5ecd17a4461,41.0
423,TRN_CNT_MEDC,381b0b043094c8cf1fc0e5ecd17a4461,696.0
424,TRN_AMNT_ASRV,381b0b043094c8cf1fc0e5ecd17a4461,1912900.0
425,TRN_AMNT_AURT,381b0b043094c8cf1fc0e5ecd17a4461,75000.0
426,TRN_AMNT_CLTH,381b0b043094c8cf1fc0e5ecd17a4461,11472000.0
427,DBO_PAY_AMNT_MOBL,381b0b043094c8cf1fc0e5ecd17a4461,1221900.0
428,TRN_AMNT_TRAN,381b0b043094c8cf1fc0e5ecd17a4461,400100.0
429,DBO_PAY_AMNT_OTHR,381b0b043094c8cf1fc0e5ecd17a4461,58000.0
430,TRN_AMNT_JEWL,381b0b043094c8cf1fc0e5ecd17a4461,986700.0
431,TRN_CNT_CLTH,381b0b043094c8cf1fc0e5ecd17a4461,4640.0
432,DBO_PAY_CNT_MOBL,381b0b043094c8cf1fc0e5ecd17a4461,5443.0
433,TRN_CNT_TRAN,381b0b043094c8cf1fc0e5ecd17a4461,1091.0
434,TRN_CNT_KINO,381b0b043094c8cf1fc0e5ecd17a4461,405.0
435,TRN_AMNT_FUEL,381b0b043094c8cf1fc0e5ecd17a4461,4383700.0
436,TRN_AMNT_SPRT,381b0b043094c8cf1fc0e5ecd17a4461,1735600.0
437,TRN_CNT_GAME,381b0b043094c8cf1fc0e5ecd17a4461,1691.0
438,DBO_PAY_AMNT_MLM,381b0b043094c8cf1fc0e5ecd17a4461,50500.0
439,TRN_AMNT_DUTF,381b0b043094c8cf1fc0e5ecd17a4461,132300.0
440,TRN_CNT_BEAU,381b0b043094c8cf1fc0e5ecd17a4461,2013.0
441,TRN_AMNT_KINO,381b0b043094c8cf1fc0e5ecd17a4461,199400.0
442,TRN_AMNT_OTHR,381b0b043094c8cf1fc0e5ecd17a4461,12508100.0
443,TRN_AMNT_ENTR,381b0b043094c8cf1fc0e5ecd17a4461,470900.0
444,TRN_CNT_FLOW,381b0b043094c8cf1fc0e5ecd17a4461,249.0
445,TRN_AMNT_ZOOS,381b0b043094c8cf1fc0e5ecd17a4461,262500.0
446,DBO_PAY_AMNT_EDUC,381b0b043094c8cf1fc0e5ecd17a4461,258600.0
447,TRN_AMNT_KCSH,381b0b043094c8cf1fc0e5ecd17a4461,296250600.0
448,TRN_CNT_ARTS,381b0b043094c8cf1fc0e5ecd17a4461,8.0
449,TRN_CNT_SUPM,381b0b043094c8cf1fc0e5ecd17a4461,73116.0
450,TRN_CNT_ASRV,381b0b043094c8cf1fc0e5ecd17a4461,1016.0
451,TRN_AMNT_AVIA,381b0b043094c8cf1fc0e5ecd17a4461,2363500.0
452,TRN_AMNT_ARTS,381b0b043094c8cf1fc0e5ecd17a4461,7600.0
453,TRN_CNT_FUEL,381b0b043094c8cf1fc0e5ecd17a4461,5494.0
454,TRN_CNT_BOOK,381b0b043094c8cf1fc0e5ecd17a4461,506.0
455,TRN_CNT_DUTF,381b0b043094c8cf1fc0e5ecd17a4461,37.0
456,TRN_AMNT_RSTR,381b0b043094c8cf1fc0e5ecd17a4461,4012600.0
457,TRN_AMNT_MEDC,381b0b043094c8cf1fc0e5ecd17a4461,1369900.0
458,TRN_AMNT_APTK,381b0b043094c8cf1fc0e5ecd17a4461,4428100.0
459,TRN_CNT_EDUC,381b0b043094c8cf1fc0e5ecd17a4461,42.0
460,DBO_PAY_CNT_GOSP,381b0b043094c8cf1fc0e5ecd17a4461,106.0
461,TRN_AMNT_FLOW,381b0b043094c8cf1fc0e5ecd17a4461,202900.0
462,DBO_PAY_CNT_COMS,381b0b043094c8cf1fc0e5ecd17a4461,665.0
463,TRN_CNT_ZOOS,381b0b043094c8cf1fc0e5ecd17a4461,496.0
464,TRN_CNT_JEWL,381b0b043094c8cf1fc0e5ecd17a4461,238.0
465,TRN_CNT_ZHDT,381b0b043094c8cf1fc0e5ecd17a4461,350.0
466,TRN_CNT_ENTR,381b0b043094c8cf1fc0e5ecd17a4461,204.0
467,TRN_AMNT_GAME,381b0b043094c8cf1fc0e5ecd17a4461,1158500.0
468,TRN_AMNT_SUPM,381b0b043094c8cf1fc0e5ecd17a4461,32216800.0
469,TRN_CNT_APTK,381b0b043094c8cf1fc0e5ecd17a4461,7234.0
470,TRN_CNT_AVIA,381b0b043094c8cf1fc0e5ecd17a4461,162.0
471,TRN_AMNT_GSRV,381b0b043094c8cf1fc0e5ecd17a4461,143000.0
472,DBO_PAY_AMNT_ZHKH,381b0b043094c8cf1fc0e5ecd17a4461,1715600.0
473,TRN_CNT_TELE,381b0b043094c8cf1fc0e5ecd17a4461,8792.0
474,TRN_AMNT_HOTL,381b0b043094c8cf1fc0e5ecd17a4461,1252100.0
475,DBO_PAY_AMNT_INSH,381b0b043094c8cf1fc0e5ecd17a4461,14000.0
476,TRN_CNT_RSTR,381b0b043094c8cf1fc0e5ecd17a4461,9449.0
477,TRN_CNT_CMSV,381b0b043094c8cf1fc0e5ecd17a4461,3733.0
478,TRN_CNT_KCSH,381b0b043094c8cf1fc0e5ecd17a4461,57158.0
479,DBO_PAY_CNT_OTHR,381b0b043094c8cf1fc0e5ecd17a4461,92.0
480,TRN_AMNT_TELE,381b0b043094c8cf1fc0e5ecd17a4461,2035800.0
481,TRN_AMNT_ZHDT,381b0b043094c8cf1fc0e5ecd17a4461,740500.0
482,DBO_PAY_CNT_EDUC,381b0b043094c8cf1fc0e5ecd17a4461,164.0
483,DBO_PAY_AMNT_WALT,381b0b043094c8cf1fc0e5ecd17a4461,26100.0
484,TRN_CNT_GSRV,381b0b043094c8cf1fc0e5ecd17a4461,166.0
485,TRN_AMNT_BEAU,381b0b043094c8cf1fc0e5ecd17a4461,2356800.0
486,TRN_CNT_SPRT,381b0b043094c8cf1fc0e5ecd17a4461,514.0
487,TRN_CNT_AURT,381b0b043094c8cf1fc0e5ecd17a4461,4.0
488,TRN_CNT_DOMS,381b0b043094c8cf1fc0e5ecd17a4461,4108.0
489,TRN_AMNT_MUSC,381b0b043094c8cf1fc0e5ecd17a4461,108400.0
490,TRN_AMNT_CMSV,381b0b043094c8cf1fc0e5ecd17a4461,2034800.0
491,DBO_PAY_CNT_INSH,381b0b043094c8cf1fc0e5ecd17a4461,2.0
492,TRN_AMNT_EDUC,94a7532568244c10541472dffb66f1f1,13900.0
493,DBO_PAY_CNT_CREDS,94a7532568244c10541472dffb66f1f1,17.0
494,DBO_PAY_CNT_ZHKH,94a7532568244c10541472dffb66f1f1,715.0
495,DBO_PAY_AMNT_COMS,94a7532568244c10541472dffb66f1f1,155000.0
496,TRN_AMNT_DOMS,94a7532568244c10541472dffb66f1f1,2092700.0
497,DBO_PAY_AMNT_CREDS,94a7532568244c10541472dffb66f1f1,71400.0
498,TRN_CNT_MUSC,94a7532568244c10541472dffb66f1f1,162.0
499,DBO_PAY_CNT_MLM,94a7532568244c10541472dffb66f1f1,9.0
500,DBO_PAY_AMNT_GOSP,94a7532568244c10541472dffb66f1f1,50600.0
501,TRN_CNT_OTHR,94a7532568244c10541472dffb66f1f1,3989.0
502,TRN_AMNT_BOOK,94a7532568244c10541472dffb66f1f1,51500.0
503,TRN_CNT_HOTL,94a7532568244c10541472dffb66f1f1,58.0
504,DBO_PAY_CNT_WALT,94a7532568244c10541472dffb66f1f1,20.0
505,TRN_CNT_MEDC,94a7532568244c10541472dffb66f1f1,176.0
506,TRN_AMNT_ASRV,94a7532568244c10541472dffb66f1f1,1574100.0
507,TRN_AMNT_AURT,94a7532568244c10541472dffb66f1f1,0.0
508,TRN_AMNT_CLTH,94a7532568244c10541472dffb66f1f1,2626400.0
509,DBO_PAY_AMNT_MOBL,94a7532568244c10541472dffb66f1f1,466200.0
510,TRN_AMNT_TRAN,94a7532568244c10541472dffb66f1f1,107000.0
511,DBO_PAY_AMNT_OTHR,94a7532568244c10541472dffb66f1f1,44000.0
512,TRN_AMNT_JEWL,94a7532568244c10541472dffb66f1f1,158600.0
513,TRN_CNT_CLTH,94a7532568244c10541472dffb66f1f1,1260.0
514,DBO_PAY_CNT_MOBL,94a7532568244c10541472dffb66f1f1,2465.0
515,TRN_CNT_TRAN,94a7532568244c10541472dffb66f1f1,490.0
516,TRN_CNT_KINO,94a7532568244c10541472dffb66f1f1,140.0
517,TRN_AMNT_FUEL,94a7532568244c10541472dffb66f1f1,1510800.0
518,TRN_AMNT_SPRT,94a7532568244c10541472dffb66f1f1,408200.0
519,TRN_CNT_GAME,94a7532568244c10541472dffb66f1f1,363.0
520,DBO_PAY_AMNT_MLM,94a7532568244c10541472dffb66f1f1,10900.0
521,TRN_AMNT_DUTF,94a7532568244c10541472dffb66f1f1,19500.0
522,TRN_CNT_BEAU,94a7532568244c10541472dffb66f1f1,486.0
523,TRN_AMNT_KINO,94a7532568244c10541472dffb66f1f1,67700.0
524,TRN_AMNT_OTHR,94a7532568244c10541472dffb66f1f1,4287300.0
525,TRN_AMNT_ENTR,94a7532568244c10541472dffb66f1f1,257000.0
526,TRN_CNT_FLOW,94a7532568244c10541472dffb66f1f1,72.0
527,TRN_AMNT_ZOOS,94a7532568244c10541472dffb66f1f1,66900.0
528,DBO_PAY_AMNT_EDUC,94a7532568244c10541472dffb66f1f1,43600.0
529,TRN_AMNT_KCSH,94a7532568244c10541472dffb66f1f1,88585700.0
530,TRN_CNT_ARTS,94a7532568244c10541472dffb66f1f1,2.0
531,TRN_CNT_SUPM,94a7532568244c10541472dffb66f1f1,24518.0
532,TRN_CNT_ASRV,94a7532568244c10541472dffb66f1f1,214.0
533,TRN_AMNT_AVIA,94a7532568244c10541472dffb66f1f1,829300.0
534,TRN_AMNT_ARTS,94a7532568244c10541472dffb66f1f1,4100.0
535,TRN_CNT_FUEL,94a7532568244c10541472dffb66f1f1,1805.0
536,TRN_CNT_BOOK,94a7532568244c10541472dffb66f1f1,119.0
537,TRN_CNT_DUTF,94a7532568244c10541472dffb66f1f1,5.0
538,TRN_AMNT_RSTR,94a7532568244c10541472dffb66f1f1,979600.0
539,TRN_AMNT_MEDC,94a7532568244c10541472dffb66f1f1,599900.0
540,TRN_AMNT_APTK,94a7532568244c10541472dffb66f1f1,1351400.0
541,TRN_CNT_EDUC,94a7532568244c10541472dffb66f1f1,5.0
542,DBO_PAY_CNT_GOSP,94a7532568244c10541472dffb66f1f1,50.0
543,TRN_AMNT_FLOW,94a7532568244c10541472dffb66f1f1,56100.0
544,DBO_PAY_CNT_COMS,94a7532568244c10541472dffb66f1f1,414.0
545,TRN_CNT_ZOOS,94a7532568244c10541472dffb66f1f1,110.0
546,TRN_CNT_JEWL,94a7532568244c10541472dffb66f1f1,66.0
547,TRN_CNT_ZHDT,94a7532568244c10541472dffb66f1f1,59.0
548,TRN_CNT_ENTR,94a7532568244c10541472dffb66f1f1,73.0
549,TRN_AMNT_GAME,94a7532568244c10541472dffb66f1f1,240300.0
550,TRN_AMNT_SUPM,94a7532568244c10541472dffb66f1f1,10881800.0
551,TRN_CNT_APTK,94a7532568244c10541472dffb66f1f1,2217.0
552,TRN_CNT_AVIA,94a7532568244c10541472dffb66f1f1,53.0
553,TRN_AMNT_GSRV,94a7532568244c10541472dffb66f1f1,69000.0
554,DBO_PAY_AMNT_ZHKH,94a7532568244c10541472dffb66f1f1,996600.0
555,TRN_CNT_TELE,94a7532568244c10541472dffb66f1f1,2939.0
556,TRN_AMNT_HOTL,94a7532568244c10541472dffb66f1f1,432700.0
557,DBO_PAY_AMNT_INSH,94a7532568244c10541472dffb66f1f1,0.0
558,TRN_CNT_RSTR,94a7532568244c10541472dffb66f1f1,2496.0
559,TRN_CNT_CMSV,94a7532568244c10541472dffb66f1f1,1077.0
560,TRN_CNT_KCSH,94a7532568244c10541472dffb66f1f1,17681.0
561,DBO_PAY_CNT_OTHR,94a7532568244c10541472dffb66f1f1,24.0
562,TRN_AMNT_TELE,94a7532568244c10541472dffb66f1f1,610100.0
563,TRN_AMNT_ZHDT,94a7532568244c10541472dffb66f1f1,447800.0
564,DBO_PAY_CNT_EDUC,94a7532568244c10541472dffb66f1f1,46.0
565,DBO_PAY_AMNT_WALT,94a7532568244c10541472dffb66f1f1,31300.0
566,TRN_CNT_GSRV,94a7532568244c10541472dffb66f1f1,104.0
567,TRN_AMNT_BEAU,94a7532568244c10541472dffb66f1f1,543800.0
568,TRN_CNT_SPRT,94a7532568244c10541472dffb66f1f1,176.0
569,TRN_CNT_AURT,94a7532568244c10541472dffb66f1f1,0.0
570,TRN_CNT_DOMS,94a7532568244c10541472dffb66f1f1,1183.0
571,TRN_AMNT_MUSC,94a7532568244c10541472dffb66f1f1,45900.0
572,TRN_AMNT_CMSV,94a7532568244c10541472dffb66f1f1,393400.0
573,DBO_PAY_CNT_INSH,94a7532568244c10541472dffb66f1f1,0.0
574,TRN_AMNT_EDUC,3c423cf4f2bdd61e4dc739b26d945709,71600.0
575,DBO_PAY_CNT_CREDS,3c423cf4f2bdd61e4dc739b26d945709,81.0
576,DBO_PAY_CNT_ZHKH,3c423cf4f2bdd61e4dc739b26d945709,1318.0
577,DBO_PAY_AMNT_COMS,3c423cf4f2bdd61e4dc739b26d945709,340400.0
578,TRN_AMNT_DOMS,3c423cf4f2bdd61e4dc739b26d945709,9696400.0
579,DBO_PAY_AMNT_CREDS,3c423cf4f2bdd61e4dc739b26d945709,200300.0
580,TRN_CNT_MUSC,3c423cf4f2bdd61e4dc739b26d945709,534.0
581,DBO_PAY_CNT_MLM,3c423cf4f2bdd61e4dc739b26d945709,68.0
582,DBO_PAY_AMNT_GOSP,3c423cf4f2bdd61e4dc739b26d945709,240400.0
583,TRN_CNT_OTHR,3c423cf4f2bdd61e4dc739b26d945709,13626.0
584,TRN_AMNT_BOOK,3c423cf4f2bdd61e4dc739b26d945709,359400.0
585,TRN_CNT_HOTL,3c423cf4f2bdd61e4dc739b26d945709,154.0
586,DBO_PAY_CNT_WALT,3c423cf4f2bdd61e4dc739b26d945709,104.0
587,TRN_CNT_MEDC,3c423cf4f2bdd61e4dc739b26d945709,875.0
588,TRN_AMNT_ASRV,3c423cf4f2bdd61e4dc739b26d945709,2335400.0
589,TRN_AMNT_AURT,3c423cf4f2bdd61e4dc739b26d945709,90100.0
590,TRN_AMNT_CLTH,3c423cf4f2bdd61e4dc739b26d945709,12900200.0
591,DBO_PAY_AMNT_MOBL,3c423cf4f2bdd61e4dc739b26d945709,1351600.0
592,TRN_AMNT_TRAN,3c423cf4f2bdd61e4dc739b26d945709,682700.0
593,DBO_PAY_AMNT_OTHR,3c423cf4f2bdd61e4dc739b26d945709,208000.0
594,TRN_AMNT_JEWL,3c423cf4f2bdd61e4dc739b26d945709,1004000.0
595,TRN_CNT_CLTH,3c423cf4f2bdd61e4dc739b26d945709,5230.0
596,DBO_PAY_CNT_MOBL,3c423cf4f2bdd61e4dc739b26d945709,6395.0
597,TRN_CNT_TRAN,3c423cf4f2bdd61e4dc739b26d945709,1507.0
598,TRN_CNT_KINO,3c423cf4f2bdd61e4dc739b26d945709,427.0
599,TRN_AMNT_FUEL,3c423cf4f2bdd61e4dc739b26d945709,5537800.0
600,TRN_AMNT_SPRT,3c423cf4f2bdd61e4dc739b26d945709,1936900.0
601,TRN_CNT_GAME,3c423cf4f2bdd61e4dc739b26d945709,1963.0
602,DBO_PAY_AMNT_MLM,3c423cf4f2bdd61e4dc739b26d945709,71700.0
603,TRN_AMNT_DUTF,3c423cf4f2bdd61e4dc739b26d945709,86300.0
604,TRN_CNT_BEAU,3c423cf4f2bdd61e4dc739b26d945709,2170.0
605,TRN_AMNT_KINO,3c423cf4f2bdd61e4dc739b26d945709,270100.0
606,TRN_AMNT_OTHR,3c423cf4f2bdd61e4dc739b26d945709,16076700.0
607,TRN_AMNT_ENTR,3c423cf4f2bdd61e4dc739b26d945709,821300.0
608,TRN_CNT_FLOW,3c423cf4f2bdd61e4dc739b26d945709,228.0
609,TRN_AMNT_ZOOS,3c423cf4f2bdd61e4dc739b26d945709,381400.0
610,DBO_PAY_AMNT_EDUC,3c423cf4f2bdd61e4dc739b26d945709,232000.0
611,TRN_AMNT_KCSH,3c423cf4f2bdd61e4dc739b26d945709,328151500.0
612,TRN_CNT_ARTS,3c423cf4f2bdd61e4dc739b26d945709,11.0
613,TRN_CNT_SUPM,3c423cf4f2bdd61e4dc739b26d945709,81771.0
614,TRN_CNT_ASRV,3c423cf4f2bdd61e4dc739b26d945709,971.0
615,TRN_AMNT_AVIA,3c423cf4f2bdd61e4dc739b26d945709,3363900.0
616,TRN_AMNT_ARTS,3c423cf4f2bdd61e4dc739b26d945709,20300.0
617,TRN_CNT_FUEL,3c423cf4f2bdd61e4dc739b26d945709,6220.0
618,TRN_CNT_BOOK,3c423cf4f2bdd61e4dc739b26d945709,462.0
619,TRN_CNT_DUTF,3c423cf4f2bdd61e4dc739b26d945709,35.0
620,TRN_AMNT_RSTR,3c423cf4f2bdd61e4dc739b26d945709,4419700.0
621,TRN_AMNT_MEDC,3c423cf4f2bdd61e4dc739b26d945709,2720200.0
622,TRN_AMNT_APTK,3c423cf4f2bdd61e4dc739b26d945709,4862200.0
623,TRN_CNT_EDUC,3c423cf4f2bdd61e4dc739b26d945709,30.0
624,DBO_PAY_CNT_GOSP,3c423cf4f2bdd61e4dc739b26d945709,187.0
625,TRN_AMNT_FLOW,3c423cf4f2bdd61e4dc739b26d945709,211500.0
626,DBO_PAY_CNT_COMS,3c423cf4f2bdd61e4dc739b26d945709,789.0
627,TRN_CNT_ZOOS,3c423cf4f2bdd61e4dc739b26d945709,520.0
628,TRN_CNT_JEWL,3c423cf4f2bdd61e4dc739b26d945709,235.0
629,TRN_CNT_ZHDT,3c423cf4f2bdd61e4dc739b26d945709,299.0
630,TRN_CNT_ENTR,3c423cf4f2bdd61e4dc739b26d945709,358.0
631,TRN_AMNT_GAME,3c423cf4f2bdd61e4dc739b26d945709,1762500.0
632,TRN_AMNT_SUPM,3c423cf4f2bdd61e4dc739b26d945709,39721400.0
633,TRN_CNT_APTK,3c423cf4f2bdd61e4dc739b26d945709,8189.0
634,TRN_CNT_AVIA,3c423cf4f2bdd61e4dc739b26d945709,216.0
635,TRN_AMNT_GSRV,3c423cf4f2bdd61e4dc739b26d945709,371400.0
636,DBO_PAY_AMNT_ZHKH,3c423cf4f2bdd61e4dc739b26d945709,1720800.0
637,TRN_CNT_TELE,3c423cf4f2bdd61e4dc739b26d945709,9097.0
638,TRN_AMNT_HOTL,3c423cf4f2bdd61e4dc739b26d945709,1580500.0
639,DBO_PAY_AMNT_INSH,3c423cf4f2bdd61e4dc739b26d945709,13200.0
640,TRN_CNT_RSTR,3c423cf4f2bdd61e4dc739b26d945709,11839.0
641,TRN_CNT_CMSV,3c423cf4f2bdd61e4dc739b26d945709,3844.0
642,TRN_CNT_KCSH,3c423cf4f2bdd61e4dc739b26d945709,59957.0
643,DBO_PAY_CNT_OTHR,3c423cf4f2bdd61e4dc739b26d945709,144.0
644,TRN_AMNT_TELE,3c423cf4f2bdd61e4dc739b26d945709,2539000.0
645,TRN_AMNT_ZHDT,3c423cf4f2bdd61e4dc739b26d945709,755600.0
646,DBO_PAY_CNT_EDUC,3c423cf4f2bdd61e4dc739b26d945709,191.0
647,DBO_PAY_AMNT_WALT,3c423cf4f2bdd61e4dc739b26d945709,209900.0
648,TRN_CNT_GSRV,3c423cf4f2bdd61e4dc739b26d945709,422.0
649,TRN_AMNT_BEAU,3c423cf4f2bdd61e4dc739b26d945709,2578300.0
650,TRN_CNT_SPRT,3c423cf4f2bdd61e4dc739b26d945709,719.0
651,TRN_CNT_AURT,3c423cf4f2bdd61e4dc739b26d945709,4.0
652,TRN_CNT_DOMS,3c423cf4f2bdd61e4dc739b26d945709,4392.0
653,TRN_AMNT_MUSC,3c423cf4f2bdd61e4dc739b26d945709,168800.0
654,TRN_AMNT_CMSV,3c423cf4f2bdd61e4dc739b26d945709,2272600.0
655,DBO_PAY_CNT_INSH,3c423cf4f2bdd61e4dc739b26d945709,3.0
656,TRN_AMNT_EDUC,7d33c54b3363042d090cb011b215279c,144500.0
657,DBO_PAY_CNT_CREDS,7d33c54b3363042d090cb011b215279c,141.0
658,DBO_PAY_CNT_ZHKH,7d33c54b3363042d090cb011b215279c,387.0
659,DBO_PAY_AMNT_COMS,7d33c54b3363042d090cb011b215279c,122600.0
660,TRN_AMNT_DOMS,7d33c54b3363042d090cb011b215279c,2091500.0
661,DBO_PAY_AMNT_CREDS,7d33c54b3363042d090cb011b215279c,1650600.0
662,TRN_CNT_MUSC,7d33c54b3363042d090cb011b215279c,88.0
663,DBO_PAY_CNT_MLM,7d33c54b3363042d090cb011b215279c,0.0
664,DBO_PAY_AMNT_GOSP,7d33c54b3363042d090cb011b215279c,11700.0
665,TRN_CNT_OTHR,7d33c54b3363042d090cb011b215279c,3034.0
666,TRN_AMNT_BOOK,7d33c54b3363042d090cb011b215279c,134000.0
667,TRN_CNT_HOTL,7d33c54b3363042d090cb011b215279c,21.0
668,DBO_PAY_CNT_WALT,7d33c54b3363042d090cb011b215279c,42.0
669,TRN_CNT_MEDC,7d33c54b3363042d090cb011b215279c,203.0
670,TRN_AMNT_ASRV,7d33c54b3363042d090cb011b215279c,669300.0
671,TRN_AMNT_AURT,7d33c54b3363042d090cb011b215279c,11200.0
672,TRN_AMNT_CLTH,7d33c54b3363042d090cb011b215279c,2681000.0
673,DBO_PAY_AMNT_MOBL,7d33c54b3363042d090cb011b215279c,325100.0
674,TRN_AMNT_TRAN,7d33c54b3363042d090cb011b215279c,108600.0
675,DBO_PAY_AMNT_OTHR,7d33c54b3363042d090cb011b215279c,15600.0
676,TRN_AMNT_JEWL,7d33c54b3363042d090cb011b215279c,259500.0
677,TRN_CNT_CLTH,7d33c54b3363042d090cb011b215279c,1307.0
678,DBO_PAY_CNT_MOBL,7d33c54b3363042d090cb011b215279c,1850.0
679,TRN_CNT_TRAN,7d33c54b3363042d090cb011b215279c,327.0
680,TRN_CNT_KINO,7d33c54b3363042d090cb011b215279c,160.0
