"","CLIENT_HASH_ID","CARD_HASH_ID","CARD_TYPE_NAME","CREDIT_CARD","CARD_WITH_PERC","CARD_CO_BRAND","CARD_WITH_CASHBACK","STATUS_NAME","DATE_TO_WORK","START_DATE","EXPIRE_DATE","FACT_CLOSE_DATE","SMS_START_DATE","SMS_END_DATE","F1","GENDER","AGE"
"53327","456563f7aa05491ebbf491f63bcb5627","4b3dc515bc408347d43743dde0792461","VISA Classic",0,0,0,0,"OK","2015-03-27 00:00:00","2014-11-21 00:00:00","2017-12-02 00:00:00","(null)","2015-11-10 00:00:00","(null)","71e1e42d79887c04b571828357d5f37e","ּ",24
"53328","45690a9560b7bee0d904558624d9f723","f4af5e794f2433a6080d1544e771d187","VISA Classic",0,0,0,0,"OK","2013-10-18 00:00:00","2013-10-18 00:00:00","2016-11-02 00:00:00","(null)","(null)","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",19
"53358","4571f0bcab1e93e6c5b1ee69ed9416b5","3062a1f981ac6ca90ed6fc4128c0ac1e","VISA Classic",0,0,0,0,"OK","2014-09-11 00:00:00","2014-09-11 00:00:00","2017-10-02 00:00:00","(null)","(null)","(null)","3dfbcfdf96da35c17688cd96b5a94578","ֶ",17
"53373","457555869e8b17acf0dbc29ad55558e8","b4e8b8619e8441721e1c2aa979e83a3c","MasterCard",0,0,0,0,"OK","2014-05-01 00:00:00","2014-05-01 00:00:00","2017-05-02 00:00:00","(null)","2016-07-22 00:00:00","(null)","385043f3881c79a5959ab4c3145f8aa8","ֶ",22
"53384","4577110ff4d4d806d7c8f908e3471aa3","64a2b6e85cced1a434bc8b56821e401f","VISA Classic",0,0,0,0,"OK","2013-10-11 00:00:00","2013-10-11 00:00:00","2016-11-02 00:00:00","(null)","2015-01-24 00:00:00","2015-11-19 00:00:00","bac64815dc7b441809c1d4de833ef9fd","ֶ",20
"53385","4577110ff4d4d806d7c8f908e3471aa3","8ed94e50cffca756850102e4ca494e08","VISA Classic",0,0,0,0,"CLOSED","2015-12-07 00:00:00","2015-10-22 00:00:00","2018-11-02 00:00:00","2016-01-18 00:00:00","(null)","(null)","bac64815dc7b441809c1d4de833ef9fd","ֶ",20
"53465","458a296419763733460c78320fe3bb2a","fe7f031781f1554a0e810fc1cb586227","VISA Classic",0,0,0,0,"OK","2015-08-11 00:00:00","2015-07-28 00:00:00","2017-12-02 00:00:00","(null)","2016-06-18 00:00:00","(null)","385043f3881c79a5959ab4c3145f8aa8","ּ",24
"53466","458a296419763733460c78320fe3bb2a","dfdefc6b6f4efa702fd3a0411a2af72b","VISA Classic",0,0,0,0,"OK","2015-01-20 00:00:00","2014-11-19 00:00:00","2017-12-02 00:00:00","(null)","(null)","(null)","385043f3881c79a5959ab4c3145f8aa8","ּ",24
"53467","458a296419763733460c78320fe3bb2a","ca2e7b422c8ba455045e9cf5e076994d","VISA Classic",0,0,0,0,"CLOSED","2014-11-27 00:00:00","2014-11-27 00:00:00","2017-12-02 00:00:00","2015-09-21 00:00:00","2015-05-20 00:00:00","2015-07-28 00:00:00","385043f3881c79a5959ab4c3145f8aa8","ּ",24
"53547","459e227eba2a7ddc2ac6536e0f61ba6e","8ce52e785a8dd5cb507a431d91940bc2","VISA Classic",0,0,0,0,"CLOSED","2013-09-05 00:00:00","2013-09-05 00:00:00","2016-10-02 00:00:00","2015-03-11 00:00:00","(null)","(null)","71e1e42d79887c04b571828357d5f37e","ּ",21
"53548","459e227eba2a7ddc2ac6536e0f61ba6e","2b67038c1389652837d2a1f34204c696","VISA Classic",0,0,1,0,"CLOSED","2014-04-15 00:00:00","2014-02-05 00:00:00","2017-03-02 00:00:00","2015-03-11 00:00:00","(null)","(null)","71e1e42d79887c04b571828357d5f37e","ּ",21
"53570","45a56eae536eec8b96f93f31b5ab963c","e467fc2c1cb565d10c508de6c4adc58a","VISA Classic",0,0,0,0,"CLOSED","2013-10-16 00:00:00","2013-10-16 00:00:00","2016-11-02 00:00:00","2016-05-18 00:00:00","2014-04-23 00:00:00","2016-04-08 00:00:00","97fa64500457edb6fe17b0acdaf218b2","ֶ",24
"53587","45ab0ea92daf2f12f1a1a7a9e092b8d9","cc8e2caf5518b1a96c3be1ebf63ab521","VISA Classic",0,0,0,0,"OK","2013-09-27 00:00:00","2013-09-27 00:00:00","2016-10-02 00:00:00","(null)","2016-02-29 00:00:00","2016-03-26 00:00:00","309e6b5acaa01d889ed303cf65a72dbe","ֶ",18
"53588","45ab0ea92daf2f12f1a1a7a9e092b8d9","3ecb1d60d586011021ec6a95b04f9fcc","ָּ׀",0,0,0,0,"OK","(null)","2016-06-08 00:00:00","2019-07-02 00:00:00","(null)","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",18
"53589","45ab4352fa88281080cae88d629a5e74","7a4c1845c64caf48851a9c08c222614b","VISA Classic",0,0,0,0,"CLOSED","2011-09-23 00:00:00","2011-09-23 00:00:00","2014-10-02 00:00:00","2014-10-26 00:00:00","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ֶ",23
"53590","45ab4352fa88281080cae88d629a5e74","8fc53a46880fb0efa155e7bcea6a9ef1","VISA Classic",0,0,0,0,"CLOSED","2015-07-28 00:00:00","2014-12-16 00:00:00","2018-01-02 00:00:00","2015-09-07 00:00:00","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ֶ",23
"53591","45ab4352fa88281080cae88d629a5e74","c16556c76d5f47e07972bea821042e1b","VISA Classic",0,0,0,0,"CLOSED","2014-09-16 00:00:00","2014-09-03 00:00:00","2017-10-02 00:00:00","2015-09-07 00:00:00","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ֶ",23
"53592","45ad1bf9c262716f1d1c418207818907","2ee9d83ac61f52fdff45c02ab60b5a47","MasterCard",0,0,0,0,"CLOSED","2012-02-01 00:00:00","2012-02-01 00:00:00","2015-02-02 00:00:00","2015-03-14 00:00:00","(null)","(null)","bac64815dc7b441809c1d4de833ef9fd","ֶ",22
"53593","45ad1bf9c262716f1d1c418207818907","c8ffa0d2237bb582797142b878a3121f","MasterCard",0,0,0,0,"OK","2015-01-14 00:00:00","2015-01-14 00:00:00","2018-02-02 00:00:00","(null)","2015-10-03 00:00:00","(null)","bac64815dc7b441809c1d4de833ef9fd","ֶ",22
"53638","45c0aa6571922b8f79b56e024d740448","2ec0e07629997b50a20ce399f563f55f","VISA Classic",0,0,0,0,"OK","2014-10-01 00:00:00","2014-10-01 00:00:00","2017-10-02 00:00:00","(null)","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ּ",18
"53639","45c0aa6571922b8f79b56e024d740448","a572f3b2396f5e91d3059a68772b2884","VISA Classic",0,0,0,0,"OK","2016-07-19 00:00:00","2016-06-30 00:00:00","2019-07-02 00:00:00","(null)","2016-07-19 00:00:00","2016-07-21 00:00:00","8215444bab327ec0f170d0ef7296c026","ּ",18
"53674","45cadb0fd2e1377ff6610cb3344f4426","7e65b0fa5a95b457d2f66d4b7970391b","VISA Classic",0,0,0,0,"CLOSED","2014-09-06 00:00:00","2014-09-06 00:00:00","2017-10-02 00:00:00","2015-11-09 00:00:00","(null)","(null)","0e521f30657448f205ecf7a46e4105c0","ֶ",21
"53675","45cadb0fd2e1377ff6610cb3344f4426","2729c6514cfef52e497aa1cb4e6fc972","VISA Classic",0,0,0,0,"OK","2015-10-14 00:00:00","2015-10-14 00:00:00","2018-11-02 00:00:00","(null)","2016-03-12 00:00:00","2016-05-06 00:00:00","0e521f30657448f205ecf7a46e4105c0","ֶ",21
"53676","45cadb0fd2e1377ff6610cb3344f4426","e7c75e050dea65dc0b9b5a5dc428172b","VISA Classic",0,0,0,0,"CLOSED","2011-09-23 00:00:00","2011-09-23 00:00:00","2014-10-02 00:00:00","2014-11-12 00:00:00","(null)","(null)","0e521f30657448f205ecf7a46e4105c0","ֶ",21
"53738","45d7b4c87d3438d189d03241ac9729e3","fb07d770efd39f09fdb9496c1c2dc66b","VISA Classic",0,0,0,0,"OK","2014-12-23 00:00:00","2014-12-23 00:00:00","2018-01-02 00:00:00","(null)","2016-01-15 00:00:00","(null)","71e1e42d79887c04b571828357d5f37e","ּ",18
"53755","45dba9c4638c3208f3341868efc2765f","1c4424414bfdf6ca91615a722a83430e","VISA Classic",0,0,0,0,"CLOSED","2013-08-30 00:00:00","2013-08-30 00:00:00","2016-09-02 00:00:00","(null)","2016-09-01 00:00:00","2016-09-03 00:00:00","309e6b5acaa01d889ed303cf65a72dbe","ּ",20
"53756","45dba9c4638c3208f3341868efc2765f","b7456d8388fc845df3af6c6b46001913","VISA Classic",0,0,0,0,"OK","(null)","2016-08-03 00:00:00","2019-09-02 00:00:00","(null)","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ּ",20
"53789","45eb350aa6200f8ba2fc4e2931839f39","fbd657f24258a4fd84c7f404afe61ceb","MasterCard Electronic",0,0,0,0,"CLOSED","2012-09-21 00:00:00","2012-09-21 00:00:00","2015-10-02 00:00:00","2015-11-11 00:00:00","(null)","(null)","b628d7d2ba91a097a131c51788e8c4ea","ֶ",22
"53790","45eb350aa6200f8ba2fc4e2931839f39","6561ee43a020a5126c35aae97f9c1e33","VISA Classic",0,0,0,0,"CLOSED","2013-10-31 00:00:00","2013-10-31 00:00:00","2016-11-02 00:00:00","2015-12-07 00:00:00","(null)","(null)","b628d7d2ba91a097a131c51788e8c4ea","ֶ",22
"53791","45eb350aa6200f8ba2fc4e2931839f39","5cc844bcf899d4afa1c65558d74ec3e5","VISA Classic",0,0,0,0,"OK","2015-10-27 00:00:00","2015-10-07 00:00:00","2018-11-02 00:00:00","(null)","(null)","(null)","b628d7d2ba91a097a131c51788e8c4ea","ֶ",22
"53849","45fde83115436217487f997ba297c942","d9b5fc87d540454d17b76ecc45257c66","VISA Classic",0,0,0,0,"OK","2015-09-23 00:00:00","2015-09-23 00:00:00","2018-10-02 00:00:00","(null)","(null)","(null)","71e1e42d79887c04b571828357d5f37e","ּ",21
"53850","45fde83115436217487f997ba297c942","d88ed43de684b914a275dbd3e491ac0b","MasterCard",0,0,0,0,"OK","2012-09-19 00:00:00","2012-09-19 00:00:00","2015-10-02 00:00:00","(null)","2015-03-06 00:00:00","2015-10-03 00:00:00","71e1e42d79887c04b571828357d5f37e","ּ",21
"53910","461202bd96f41f7fce7ef0edcb04a827","e6ebe54f3b514b1b4fa3b730395b49c7","VISA Classic",0,0,0,0,"OK","2016-03-22 00:00:00","2016-03-15 00:00:00","2019-04-02 00:00:00","(null)","2016-04-21 00:00:00","2016-06-19 00:00:00","8215444bab327ec0f170d0ef7296c026","ֶ",23
"53911","461202bd96f41f7fce7ef0edcb04a827","44ff6918c0f90d9a6043a7328776354d","VISA Classic",0,0,0,0,"CLOSED","2013-02-05 00:00:00","2013-02-05 00:00:00","2016-03-02 00:00:00","2016-04-12 00:00:00","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ֶ",23
"53959","461f4839846ac10e2cc9c2610afe792d","9dca50b5ae0ec800697193912cbf6e2c","VISA Classic",0,0,0,0,"OK","2014-10-18 00:00:00","2014-10-18 00:00:00","2017-11-02 00:00:00","(null)","2016-02-22 00:00:00","(null)","7d33c54b3363042d090cb011b215279c","ּ",20
"53996","4623d2c77b79234fbcd4745efb1ad15b","44f06d8855e1133ee05f448b027c12d1","VISA Classic",0,0,0,0,"OK","2014-09-30 00:00:00","2014-09-30 00:00:00","2017-10-02 00:00:00","(null)","(null)","(null)","db96a8c8cf0715541dd5d9fd96529ac4","ּ",20
"54008","4624f492375036b056b22037e52c22de","53796a1265d2a7233ecbc5d2500d6207","VISA Classic",0,0,0,0,"OK","2013-09-14 00:00:00","2013-09-14 00:00:00","2016-10-02 00:00:00","(null)","2016-04-15 00:00:00","2016-04-22 00:00:00","309e6b5acaa01d889ed303cf65a72dbe","ֶ",20
"54074","46402221804c9f3095d71738c9f8773f","2758c6563b3bc88547bec9cda47dfe47","VISA Classic",0,0,0,0,"OK","2015-12-11 00:00:00","2015-11-25 00:00:00","2018-12-02 00:00:00","(null)","(null)","(null)","6ede6f872f8d56aa83876b96bcde60d4","ֶ",24
"54075","46402221804c9f3095d71738c9f8773f","c500f962464ff9bf08e8c2a69ef4962d","VISA Classic",0,0,0,0,"OK","2013-09-21 00:00:00","2013-09-21 00:00:00","2016-10-02 00:00:00","(null)","2016-06-24 00:00:00","(null)","6ede6f872f8d56aa83876b96bcde60d4","ֶ",24
"54076","46402221804c9f3095d71738c9f8773f","afcdcf4432e17fc897b5f891370249f0","MasterCard Electronic",0,0,0,0,"CLOSED","2010-09-21 00:00:00","2010-09-21 00:00:00","2013-10-02 00:00:00","2013-11-12 00:00:00","(null)","(null)","6ede6f872f8d56aa83876b96bcde60d4","ֶ",24
"54158","4654b8bec555dfd126b4168a16751176","02cb2c6280e0b1efd5c815924eace652","VISA Classic",0,0,0,0,"OK","2014-10-09 00:00:00","2014-09-17 00:00:00","2017-10-02 00:00:00","(null)","2016-08-06 00:00:00","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","ֶ",22
"54159","465602a9e7542d5107df34a6ed503251","167e73c712c1f659b05c08d260c9f0f3","MasterCard Electronic",0,0,0,0,"OK","2014-09-09 00:00:00","2014-09-09 00:00:00","2021-04-02 00:00:00","(null)","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ּ",20
"54177","46680df619dec7d2f09b8326738f5f73","478ac5235632eb938cb22ce9ec4e3ac4","MasterCard Electronic",0,0,0,0,"OK","2011-09-14 00:00:00","2014-09-04 00:00:00","2017-10-02 00:00:00","(null)","2016-03-15 00:00:00","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",22
"54178","46680df619dec7d2f09b8326738f5f73","c9d0d8b2e171fbe12d4dfc777818d857","VISA Classic",0,0,0,0,"CLOSED","2015-09-16 00:00:00","2015-09-16 00:00:00","2018-10-02 00:00:00","2016-05-15 00:00:00","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",22
"54179","46680df619dec7d2f09b8326738f5f73","4c77be43b245b343fcad7e6a13e4de31","MasterCard Electronic",0,0,0,0,"OK","2015-09-28 00:00:00","2015-09-28 00:00:00","2020-10-02 00:00:00","(null)","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",22
"54192","466da5dc7f885151b8ba9a3a03cebad3","2c50816a12eb898876217454898ddfbc","VISA Classic",0,0,0,0,"OK","2014-08-14 00:00:00","2014-08-14 00:00:00","2017-09-02 00:00:00","(null)","2016-02-24 00:00:00","2016-04-21 00:00:00","0e521f30657448f205ecf7a46e4105c0","ֶ",24
"54193","466da5dc7f885151b8ba9a3a03cebad3","5295619917f2e2702641996f5b03847f","VISA Classic",0,0,0,0,"OK","2011-09-20 00:00:00","2011-09-20 00:00:00","2014-10-02 00:00:00","(null)","2014-08-08 00:00:00","(null)","0e521f30657448f205ecf7a46e4105c0","ֶ",24
"54194","466da5dc7f885151b8ba9a3a03cebad3","5b6251b635052e071a3c44c8fd99774c","VISA Electron",0,0,0,0,"OK","2009-03-27 00:00:00","2009-03-18 00:00:00","2012-04-02 00:00:00","2014-10-14 00:00:00","2009-09-13 00:00:00","2009-10-07 00:00:00","0e521f30657448f205ecf7a46e4105c0","ֶ",24
"54195","466da5dc7f885151b8ba9a3a03cebad3","25deac4630111959f344d41777ec9b97","VISA Classic",1,0,0,0,"CLOSED","2012-09-01 00:00:00","2012-08-31 00:00:00","2015-09-02 00:00:00","2015-10-13 00:00:00","(null)","(null)","0e521f30657448f205ecf7a46e4105c0","ֶ",24
"54244","467be0386600c5494d4e6e4af419b8a6","e03155f6c526b8a76bc297944abf9383","VISA Classic",0,0,0,0,"OK","2014-11-19 00:00:00","2014-11-19 00:00:00","2017-12-02 00:00:00","(null)","2016-01-27 00:00:00","(null)","3dfbcfdf96da35c17688cd96b5a94578","ֶ",20
"54298","468ebd83dd7434b34dc5789dc530df03","071e99280a3937d277a008ad8746533e","VISA Classic",0,0,0,0,"OK","2014-09-20 00:00:00","2014-09-12 00:00:00","2017-10-02 00:00:00","(null)","2014-10-02 00:00:00","2015-08-26 00:00:00","381b0b043094c8cf1fc0e5ecd17a4461","ּ",20
"54315","4698fc40315dd2e0e641eae14edbff93","ed10966e8c702033105b5c48a99342f0","American Express Optimum",0,0,1,0,"CLOSED","2014-12-11 00:00:00","2014-11-05 00:00:00","2017-12-02 00:00:00","2015-04-01 00:00:00","(null)","(null)","14aa590a6630a7dd9a4233b8b8182100","ֶ",24
"54316","4698fc40315dd2e0e641eae14edbff93","91e12fd3a1281acc33eaf6c78174e641","MasterCard",0,0,0,0,"OK","2013-09-17 00:00:00","2013-08-20 00:00:00","2016-09-02 00:00:00","(null)","(null)","(null)","14aa590a6630a7dd9a4233b8b8182100","ֶ",24
"54317","4698fc40315dd2e0e641eae14edbff93","776fc8b8aaf0ed1a95adf6db0da89611","VISA Classic",0,0,1,0,"CLOSED","(null)","2013-11-14 00:00:00","2016-12-02 00:00:00","2015-02-10 00:00:00","(null)","(null)","14aa590a6630a7dd9a4233b8b8182100","ֶ",24
"54318","4698fc40315dd2e0e641eae14edbff93","da5a24c77073daf0b169fd8ed91696fe","MasterCard World",0,0,1,0,"CLOSED","2014-12-11 00:00:00","2014-11-05 00:00:00","2017-12-02 00:00:00","2015-04-01 00:00:00","(null)","(null)","14aa590a6630a7dd9a4233b8b8182100","ֶ",24
"54350","46a0539c199a5b9e45355a53d66a906e","c0c54b540f0e3c101659a278e86ce665","VISA Classic",0,0,0,0,"OK","2012-09-04 00:00:00","2012-09-04 00:00:00","2015-10-02 00:00:00","(null)","2015-03-27 00:00:00","2015-10-03 00:00:00","fe413a3ae1fa1e6e1b7508863bf7ad0d","ֶ",22
"54351","46a0539c199a5b9e45355a53d66a906e","c4d394d9f49ede3756ac54f217185689","VISA Classic",0,0,0,0,"OK","2015-10-01 00:00:00","2015-10-01 00:00:00","2018-10-02 00:00:00","(null)","2015-10-01 00:00:00","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","ֶ",22
"54380","46a46590d1ca9a048802aaa57bd52326","de7538dac62b6ee67ba78d055a62f3a9","VISA Classic",0,0,0,0,"OK","2012-09-25 00:00:00","2012-09-25 00:00:00","2015-10-02 00:00:00","(null)","2015-09-21 00:00:00","2015-10-03 00:00:00","8215444bab327ec0f170d0ef7296c026","ֶ",20
"54388","46a6e01d02d771f619d46c4dbcbc3539","a9d2aed01ba82d47528ac6604881a560","MasterCard",0,0,0,0,"CLOSED","2011-11-16 00:00:00","2011-11-16 00:00:00","2014-12-02 00:00:00","2015-01-13 00:00:00","2014-07-25 00:00:00","2014-12-03 00:00:00","bac64815dc7b441809c1d4de833ef9fd","ֶ",22
"54389","46a6e01d02d771f619d46c4dbcbc3539","1a0d91648005e1015a4e55ecb4bbefa2","MasterCard",0,0,0,0,"OK","2014-11-15 00:00:00","2014-11-15 00:00:00","2017-12-02 00:00:00","(null)","2015-03-23 00:00:00","(null)","bac64815dc7b441809c1d4de833ef9fd","ֶ",22
"54408","46ad22e0f7258e5840ee30fa1cd94783","d4853b1f7c874551d5d2abb9ea0713a1","VISA Classic",0,0,0,0,"OK","2013-09-19 00:00:00","2013-09-19 00:00:00","2016-10-02 00:00:00","(null)","2015-05-26 00:00:00","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",24
"54436","46b52f08ced47c3a5867a5b8280aa17e","53bdab1d366f7888f9a5f9c7c50fd351","VISA Classic",0,0,0,0,"OK","2014-10-04 00:00:00","2014-10-04 00:00:00","2017-11-02 00:00:00","(null)","2016-09-01 00:00:00","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",22
"54454","46b7d3fcff99a17e474fe7d762b80b1d","4bebbdc87c559464c39dab4f0a0ea449","VISA Classic",0,0,0,0,"OK","2013-08-09 00:00:00","2013-08-09 00:00:00","2016-09-02 00:00:00","(null)","2016-01-22 00:00:00","(null)","8215444bab327ec0f170d0ef7296c026","ֶ",22
"54463","46ba0436d1aceaf82b67b5bd444dd055","2c73f58d8564953f46cc35e92cc41c0e","VISA Classic",0,0,0,0,"OK","2015-10-15 00:00:00","2015-10-15 00:00:00","2018-11-02 00:00:00","(null)","2015-11-02 00:00:00","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",23
"54464","46ba0436d1aceaf82b67b5bd444dd055","aeaf9438c7a6a84b8e1d684d0912960a","MasterCard",0,0,0,0,"OK","2011-11-16 00:00:00","2014-10-28 00:00:00","2017-11-02 00:00:00","(null)","(null)","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",23
"54487","46bc99e2b93e5c64b479f54bdc5521b7","252b5524b3507b961bd89d2cc31af96f","VISA Classic",0,0,0,0,"OK","2015-10-01 00:00:00","2015-10-01 00:00:00","2018-10-02 00:00:00","(null)","2016-05-19 00:00:00","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","ּ",21
"54488","46bc99e2b93e5c64b479f54bdc5521b7","41628d5e9d6a32767869105b105df9e5","VISA Classic",0,0,0,0,"OK","2012-09-21 00:00:00","2012-09-21 00:00:00","2015-10-02 00:00:00","(null)","(null)","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","ּ",21
"54521","46c54cc3a1f553a873825a7b57387107","817aad18e54b0b535f50aa52a6df94e6","VISA Classic",0,0,0,0,"CLOSED","2012-10-12 00:00:00","2012-10-12 00:00:00","2015-11-02 00:00:00","2015-12-12 00:00:00","(null)","(null)","bac64815dc7b441809c1d4de833ef9fd","ֶ",19
"54522","46c54cc3a1f553a873825a7b57387107","66e4939b43cbb2f6bde55afb988fb0ad","VISA Classic",0,0,0,0,"OK","2015-10-22 00:00:00","2015-10-22 00:00:00","2018-11-02 00:00:00","(null)","2016-03-17 00:00:00","2016-03-26 00:00:00","bac64815dc7b441809c1d4de833ef9fd","ֶ",19
"54536","46c818a50bede0419d1f3edb2f1f2e92","6f3d6188b2a751ab09314936f63ee581","VISA Classic",0,0,0,0,"OK","2014-11-05 00:00:00","2014-11-05 00:00:00","2017-12-02 00:00:00","(null)","2016-03-23 00:00:00","2016-05-19 00:00:00","385043f3881c79a5959ab4c3145f8aa8","ֶ",24
"54537","46c818a50bede0419d1f3edb2f1f2e92","10db79a3929e7281150eac3920154591","ָּ׀",0,0,0,0,"OK","(null)","2016-06-02 00:00:00","2019-06-02 00:00:00","(null)","(null)","(null)","385043f3881c79a5959ab4c3145f8aa8","ֶ",24
"54570","46ce204fa0083222a1e31722bcb1daf4","89d748551bc8e2ba97e600bab7fae0ca","VISA Classic",0,0,0,0,"OK","2013-12-10 00:00:00","2013-11-22 00:00:00","2017-01-02 00:00:00","(null)","(null)","(null)","385043f3881c79a5959ab4c3145f8aa8","ֶ",18
"54571","46ce204fa0083222a1e31722bcb1daf4","7b9791fbc594cc5212efaddc0c28f280","VISA Classic",0,0,0,0,"OK","2014-04-09 00:00:00","2014-04-09 00:00:00","2017-05-02 00:00:00","(null)","2016-07-22 00:00:00","(null)","385043f3881c79a5959ab4c3145f8aa8","ֶ",18
"54592","46dc1c4c83ed9b2b3f64c030654d49b6","6e63579827e59920978daada95606696","VISA Classic",0,0,0,0,"CLOSED","2014-09-16 00:00:00","2014-09-16 00:00:00","2017-10-02 00:00:00","2016-03-16 00:00:00","(null)","(null)","381b0b043094c8cf1fc0e5ecd17a4461","ֶ",18
"54593","46dc1c4c83ed9b2b3f64c030654d49b6","1fd10df2661aaafe44cac9fb3a69b656","VISA Classic",0,0,0,0,"OK","2016-02-04 00:00:00","2015-12-31 00:00:00","2017-10-02 00:00:00","(null)","(null)","(null)","381b0b043094c8cf1fc0e5ecd17a4461","ֶ",18
"54594","46dc1c4c83ed9b2b3f64c030654d49b6","10e8657b21a0acd6b8035251e33bb370","ָּ׀",0,0,0,0,"OK","2016-08-02 00:00:00","2016-07-21 00:00:00","2019-08-02 00:00:00","(null)","2016-08-02 00:00:00","(null)","381b0b043094c8cf1fc0e5ecd17a4461","ֶ",18
"54734","47063acee2d38ca824bb4efb55808843","72af728451cb142fbc2a8c8c9f011465","VISA Classic",0,0,0,0,"CLOSED","2011-09-02 00:00:00","2011-09-02 00:00:00","2014-09-02 00:00:00","2014-10-14 00:00:00","(null)","(null)","71e1e42d79887c04b571828357d5f37e","ּ",23
"54735","47063acee2d38ca824bb4efb55808843","032f46b7ef59b398c9cca64dbd79f29e","VISA Classic",0,0,0,0,"OK","2014-08-01 00:00:00","2014-08-01 00:00:00","2017-08-02 00:00:00","(null)","(null)","(null)","71e1e42d79887c04b571828357d5f37e","ּ",23
"54852","4728e723023edc9e62c9493ca1212250","0c3e4d912ad1410b0e60ca19a9c95c7e","VISA Classic",0,0,0,0,"CLOSED","2012-09-13 00:00:00","2012-09-13 00:00:00","2015-10-02 00:00:00","2015-06-03 00:00:00","(null)","(null)","97fa64500457edb6fe17b0acdaf218b2","ֶ",20
"54918","47423b342983fc0ffb8d18f80265bda3","cba546423f60eadc8e9def60432f0cf0","ָּ׀",0,0,0,0,"OK","(null)","2016-06-30 00:00:00","2019-07-02 00:00:00","(null)","(null)","(null)","b628d7d2ba91a097a131c51788e8c4ea","ֶ",20
"54919","47423b342983fc0ffb8d18f80265bda3","3cd9e872060529299622297524f82700","VISA Classic",0,0,0,0,"OK","2013-09-12 00:00:00","2013-09-12 00:00:00","2016-10-02 00:00:00","(null)","2016-08-28 00:00:00","(null)","b628d7d2ba91a097a131c51788e8c4ea","ֶ",20
"54920","4742f749b1402f07f8d0de7a2910e793","087128224a764e480b739d9664038126","VISA Classic",0,0,0,0,"OK","2011-09-30 00:00:00","2011-09-30 00:00:00","2014-10-02 00:00:00","(null)","2013-09-27 00:00:00","2014-10-03 00:00:00","a1fffaa77ff30165958613b698dc8fd5","ֶ",23
"54921","4742f749b1402f07f8d0de7a2910e793","1bbf3a66cd780defd96cc7d99cb5f62e","MasterCard Electronic",0,0,0,0,"OK","2011-10-26 00:00:00","2011-10-26 00:00:00","2016-11-02 00:00:00","(null)","(null)","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",23
"54922","4742f749b1402f07f8d0de7a2910e793","6bc5b5d72b169e1f57500edb05d25cf9","VISA Classic",0,0,0,0,"OK","2014-10-09 00:00:00","2014-10-09 00:00:00","2017-11-02 00:00:00","(null)","2016-05-26 00:00:00","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",23
"54974","474ea6fb02417f108a1bba9b4e37ae81","e8c90daafb7ac004213745b36c9c7803","VISA Classic",0,0,0,0,"OK","2012-09-18 00:00:00","2012-09-18 00:00:00","2015-10-02 00:00:00","(null)","(null)","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","ּ",19
"54975","474ea6fb02417f108a1bba9b4e37ae81","a91ea4e9af299bba60bfb0cb9c97ec6e","VISA Classic",0,0,0,0,"OK","2015-09-08 00:00:00","2015-09-08 00:00:00","2018-10-02 00:00:00","(null)","(null)","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","ּ",19
"55020","47556ff1abf872defd97e73619dad7a9","cf4299bd1a8bc7efad9fd19f963992ea","VISA Classic",0,0,0,0,"OK","2013-10-04 00:00:00","2013-10-04 00:00:00","2016-11-02 00:00:00","(null)","2016-07-30 00:00:00","(null)","a1fffaa77ff30165958613b698dc8fd5","ּ",20
"55089","476363bcb4b284baeb471d2f086db457","019b630c758dd98fb5cf92f11b1bf236","VISA Classic",0,0,0,0,"OK","2015-10-26 00:00:00","2015-10-06 00:00:00","2018-11-02 00:00:00","(null)","2016-02-15 00:00:00","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","ֶ",19
